"Nom","Prenom","code_joueur","code_temoin","code_public","points_citoyen","points_academie","points_videos"
"","","Sitatunga-Juste-397","Kudu-Positif-397","Sterne-Pierregarin-397","0","0","0"
"","","Jaguar-Gentil-398","Lama-Zen-398","Sterne-Caspienne-398","0","0","0"
"","","Manchot-Fiable-399","Hibou-Persévérant-399","Pingouin-Torda-399","0","0","0"
"","","Tamarin-Zélé-400","Bongo-Intègre-400","Guillemot-De-Troil-400","0","0","0"
"","","Putois-Protecteur-401","Aigle-Rayonnant-401","Petit-Pingouin-401","0","0","0"
"","","Lama-Agile-402","Colibri-Clairvoyant-402","Macareux-Moine-402","0","0","0"
"","","Gazelle-Créatif-403","Loutre-Inspiré-403","Pigeon-Ramier-403","0","0","0"
"","","Gecko-Clairvoyant-404","Dauphin-Courageux-404","Pigeon-Colombin-404","0","0","0"
"","","Lynx-Explorateur-405","Zèbre-Solidaire-405","Pigeon-Biset-405","0","0","0"
"","","Canard-Juste-406","Marabout-Fiable-406","Tourterelle-Turque-406","0","0","0"
"","","Wallaby-Vigilant-407","Bouvreuil-Loyal-407","Tourterelle-Des-Bois-407","0","0","0"
"","","Antilope-Juste-408","Pingouin-Agile-408","Ganga-Cata-408","0","0","0"
"","","Yak-Malin-409","Harfang-Persévérant-409","Ganga-Unibande-409","0","0","0"
"","","Phoque-Joyeux-410","Morse-Savoyard-410","Ptéroclès-Vif-410","0","0","0"
"","","Morse-Discret-411","Gnou-Équilibré-411","Perroquet-Gris-411","0","0","0"
"","","Vautour-Courageux-412","Caracal-Agile-412","Amazone-Hardi-412","0","0","0"
"","","Écureuil-Agile-413","Quokka-Loyal-413","Cacatoès-Rose-413","0","0","0"
"","","Caméléon-Patient-414","Hibou-Rigoureux-414","Ara-Bleu-414","0","0","0"
"","","Tigre-Honnête-415","Toucan-Curieux-415","Loriquet-Vif-415","0","0","0"
"","","Alpaga-Joyeux-416","Alpaga-Clairvoyant-416","Perruche-Onulée-416","0","0","0"
"","","Dauphin-Vigilant-417","Corbeau-Rayonnant-417","Perruche-Collier-417","0","0","0"
"","","Morse-Clairvoyant-418","Okapi-Rigoureux-418","Inséparable-Noble-418","0","0","0"
"","","Serval-Solidaire-419","Corbeau-Optimiste-419","Grand-Duc-Vif-419","0","0","0"
"","","Marabout-Curieux-420","Bison-Savoyard-420","Moyen-Duc-Hardi-420","0","0","0"
"","","Gecko-Savoyard-421","Léopard-Attentif-421","Petit-Duc-Sage-421","0","0","0"
"","","Tigre-Intègre-422","Bouquetin-Rieuse-422","Hibou-Des-Marais-422","0","0","0"
"","","Wallaby-Vigilant-423","Pélican-Bondissant-423","Chouette-Hulotte-423","0","0","0"
"","","Mouflon-Créatif-424","Renard-Serein-424","Effraie-Des-Clochers-424","0","0","0"
"","","Sitatunga-Solidaire-425","Gorille-Fiable-425","Chevêche-D-Athéna-425","0","0","0"
"","","Héron-Dynamique-426","Fossa-Dynamique-426","Chevêchette-Vif-426","0","0","0"
"","","Babouin-Rigoureux-427","Morse-Juste-427","Chouette-Épervière-427","0","0","0"
"","","Singe-Solidaire-428","Yak-Protecteur-428","Chouette-Lapone-428","0","0","0"
"","","Sitatunga-Calme-429","Perroquet-Patient-429","Harfang-Des-Neiges-429","0","0","0"
"","","Chamois-Patient-430","Dingo-Zélé-430","Engoulevent-Vif-430","0","0","0"
"","","Bouquetin-Courageux-431","Bouquetin-Optimiste-431","Martinet-Noir-431","0","0","0"
"","","Ours-Clairvoyant-432","Saïga-Zen-432","Martinet-Pâle-432","0","0","0"
"","","Léopard-Créatif-433","Phoque-Intègre-433","Martinet-Alpin-433","0","0","0"
"","","Cigogne-Serein-434","Tigre-Patient-434","Héron-Pourpré-434","0","0","0"
"","","Chamois-Intègre-435","Dhole-Juste-435","Blongios-Nain-435","0","0","0"
"","","Alpaga-Loyal-436","Takin-Solidaire-436","Butor-Étoilé-436","0","0","0"
"","","Dauphin-Amical-437","Girafe-Amical-437","Cigogne-Noire-437","0","0","0"
"","","Mouflon-Optimiste-438","Orque-Honnête-438","Spatule-Blanche-438","0","0","0"
"","","Manchot-Zélé-439","Héron-Bondissant-439","Flamant-Rose-Vif-439","0","0","0"
"","","Vautour-Positif-440","Bouvreuil-Rayonnant-440","Grèbe-Huppé-440","0","0","0"
"","","Mangouste-Optimiste-441","Serpent-Calme-441","Grèbe-Castagneux-441","0","0","0"
"","","Marmotte-Créatif-442","Narval-Explorateur-442","Plongeon-Arctique-442","0","0","0"
"","","Singe-Patient-443","Ours-Gentil-443","Puffin-Cendré-443","0","0","0"
"","","Corbeau-Savoyard-444","Bouquetin-Malin-444","Pétrel-Tempête-444","0","0","0"
"","","Caribou-Discret-445","Okapi-Protecteur-445","Fou-De-Bassan-445","0","0","0"
"","","Panda-Gentil-446","Loris-Optimiste-446","Grand-Cormoran-446","0","0","0"
"","","Lynx-Fiable-447","Rorqual-Explorateur-447","Pélican-Blanc-447","0","0","0"
"","","Harfang-Clairvoyant-448","Walrus-Éthique-448","Oie-Cendrée-448","0","0","0"
"","","Gorille-Persévérant-449","Vautour-Éveillé-449","Oie-Rieuse-449","0","0","0"
"","","Mangouste-Attentif-450","Phoenix-Loyal-450","Oie-Des-Moissons-450","0","0","0"
"","","Lamantin-Optimiste-451","Bouvreuil-Joyeux-451","Bernache-Nonnette-451","0","0","0"
"","","Cachalot-Bricoleur-452","Perroquet-Zen-452","Cygne-Chanteur-452","0","0","0"
"","","Sitatunga-Calme-453","Lama-Honnête-453","Cygne-De-Bewick-453","0","0","0"
"","","Fennec-Inspiré-454","Panda-Curieux-454","Tadorne-De-Belon-454","0","0","0"
"","","Pélican-Honnête-455","Caracal-Patient-455","Canard-Colvert-455","0","0","0"
"","","Chinchilla-Bricoleur-456","Chamois-Éthique-456","Canard-Chipeau-456","0","0","0"
"","","Ours-Patient-457","Aigle-Juste-457","Canard-Siffleur-457","0","0","0"
"","","Lémurien-Éthique-458","Takin-Calme-458","Sarcelle-D-Hiver-458","0","0","0"
"","","Ocelot-Rieuse-459","Singe-Inspiré-459","Canard-Pilet-459","0","0","0"
"","","Lynx-Rigoureux-460","Narval-Zen-460","Canard-Souchet-460","0","0","0"
"","","Cigogne-Courageux-461","Vautour-Intègre-461","Nette-Rousse-461","0","0","0"
"","","Toucan-Fiable-462","Élan-Gentil-462","Fulgule-Morillon-462","0","0","0"
"","","Wallaby-Malin-463","Gavial-Rayonnant-463","Fulgule-Milouin-463","0","0","0"
"","","Élan-Savoyard-464","Condor-Clairvoyant-464","Eider-À-Duvet-464","0","0","0"
"","","Macaque-Juste-465","Chamois-Éthique-465","Harelde-Kakaoui-465","0","0","0"
"","","Dingo-Clairvoyant-466","Faucon-Protecteur-466","Macreuse-Noire-466","0","0","0"
"","","Bouvreuil-Agile-467","Hérisson-Fiable-467","Garrot-À-Oeil-D-Or-467","0","0","0"
"","","Toucan-Savoyard-468","Mangouste-Rayonnant-468","Harle-Bièvre-468","0","0","0"
"","","Lapin-Fiable-469","Manchot-Malin-469","Harle-Piette-469","0","0","0"
"","","Tigre-Éthique-470","Hocco-Discret-470","Érable-Hardi-470","0","0","0"
"","","Léopard-Solidaire-471","Alpaga-Éthique-471","Chêne-Noble-471","0","0","0"
"","","Gnou-Éthique-472","Koala-Créatif-472","Sapin-Vif-472","0","0","0"
"","","Tapir-Honnête-473","Manchot-Explorateur-473","Bouleau-Sage-473","0","0","0"
"","","Cacatoès-Courageux-474","Loris-Responsable-474","Hêtre-Fort-474","0","0","0"
"","","Paresseux-Positif-475","Orque-Bondissant-475","Frêne-Agile-475","0","0","0"
"","","Caméléon-Joyeux-476","Ibex-Gentil-476","Saule-Zen-476","0","0","0"
"","","Caméléon-Amical-477","Tarsier-Zen-477","Peuplier-Grand-477","0","0","0"
"","","Mangouste-Inspiré-478","Tarsier-Protecteur-478","Orme-Hardi-478","0","0","0"
"","","Hocco-Calme-479","Loutre-Agile-479","Tilleul-Doux-479","0","0","0"
"","","Caméléon-Positif-480","Axolotl-Éveillé-480","Platane-Vif-480","0","0","0"
"","","Alpaga-Agile-481","Harfang-Clairvoyant-481","Mélèze-Hardi-481","0","0","0"
"","","Phoenix-Dynamique-482","Élan-Rieuse-482","Pin-Sylvestre-482","0","0","0"
"","","Harfang-Zélé-483","Girafe-Solidaire-483","Cèdre-Noble-483","0","0","0"
"","","Phoque-Vigilant-484","Orque-Dynamique-484","Séquoia-Grand-484","0","0","0"
"","","Langur-Bondissant-485","Harfang-Fiable-485","Baobab-Sage-485","0","0","0"
"","","Gorille-Bricoleur-486","Bouvreuil-Zen-486","Eucalyptus-Vif-486","0","0","0"
"","","Ocelot-Discret-487","Serpent-Éthique-487","Acacia-Hardi-487","0","0","0"
"","","Jaguar-Protecteur-488","Takin-Discret-488","Olivier-Zen-488","0","0","0"
"","","Flamant-Calme-489","Lapin-Malin-489","Citronnier-Doux-489","0","0","0"
"","","Mouette-Équilibré-490","Gavial-Courageux-490","Pommier-Joyeux-490","0","0","0"
"","","Paresseux-Rieuse-491","Tapir-Loyal-491","Poirier-Agile-491","0","0","0"
"","","Fennec-Honnête-492","Raton-Savoyard-492","Cerisier-Rose-492","0","0","0"
"","","Husky-Discret-493","Quokka-Curieux-493","Prunier-Vif-493","0","0","0"
"","","Lynx-Positif-494","Sitatunga-Zen-494","Abricotier-Doux-494","0","0","0"
"","","Harfang-Éveillé-495","Singe-Protecteur-495","Pêcher-Zen-495","0","0","0"
"","","Suricate-Vigilant-496","Dauphin-Positif-496","Amandier-Hardi-496","0","0","0"
"","","Gorille-Optimiste-497","Chamois-Persévérant-497","Noyer-Sage-497","0","0","0"
"","","Marmotte-Serein-498","Gnou-Bricoleur-498","Noisetier-Vif-498","0","0","0"
"","","Alpaga-Inspiré-499","Mésange-Responsable-499","Châtaignier-Fort-499","0","0","0"
"","","Bison-Discret-500","Hérisson-Calme-500","Marronnier-Grand-500","0","0","0"
"","","Écureuil-Joyeux-501","Lémurien-Courageux-501","Magnolia-Noble-501","0","0","0"
"","","Cerf-Fiable-502","Mouette-Savoyard-502","Camélia-Doux-502","0","0","0"
"","","Chacal-Serein-503","Chacal-Patient-503","Hibiscus-Vif-503","0","0","0"
"","","Renard-Agile-504","Lion-Loyal-504","Jasmin-Zen-504","0","0","0"
"","","Serval-Curieux-505","Mangouste-Curieux-505","Lilas-Doux-505","0","0","0"
"","","Loris-Serein-506","Gnou-Éthique-506","Glycine-Agile-506","0","0","0"
"","","Lamantin-Gentil-507","Tortue-Bondissant-507","Laurier-Hardi-507","0","0","0"
"","","Phoque-Inspiré-508","Tortue-Joyeux-508","Lavande-Zen-508","0","0","0"
"","","Dingo-Bricoleur-509","Écureuil-Créatif-509","Romarin-Vif-509","0","0","0"
"","","Morse-Serein-510","Morse-Bondissant-510","Thym-Hardi-510","0","0","0"
"","","Bongo-Positif-511","Caribou-Créatif-511","Menthe-Douce-511","0","0","0"
"","","Takin-Amical-512","Flamant-Responsable-512","Basilic-Vif-512","0","0","0"
"","","Guépard-Loyal-513","Narval-Savoyard-513","Persil-Sage-513","0","0","0"
"","","Castor-Inspiré-514","Renard-Bricoleur-514","Ciboulette-Agile-514","0","0","0"
"","","Gecko-Éveillé-515","Canard-Calme-515","Coriandre-Doux-515","0","0","0"
"","","Lamantin-Serein-516","Fennec-Inspiré-516","Aneth-Vif-516","0","0","0"
"","","Varan-Rigoureux-517","Lapin-Inspiré-517","Estragon-Hardi-517","0","0","0"
"","","Coyote-Positif-518","Baleine-Éveillé-518","Sauge-Zen-518","0","0","0"
"","","Coyote-Dynamique-519","Tamarin-Intègre-519","Verveine-Douce-519","0","0","0"
"","","Hibiscus-Joyeux-520","Castor-Zélé-520","Mélisse-Vif-520","0","0","0"
"","","Pudu-Agile-521","Héron-Honnête-521","Origan-Hardi-521","0","0","0"
"","","Serval-Agile-522","Hirondelle-Rieuse-522","Sésame-Doux-522","0","0","0"
"","","Loris-Équilibré-523","Hocco-Juste-523","Cumin-Vif-523","0","0","0"
"","","Faucon-Courageux-524","Hibou-Attentif-524","Curcuma-Sage-524","0","0","0"
"","","Renard-Intègre-525","Mésange-Vigilant-525","Gingembre-Fort-525","0","0","0"
"","","Serpent-Amical-526","Cheval-Curieux-526","Poivre-Vif-526","0","0","0"
"","","Hérisson-Bondissant-527","Guépard-Attentif-527","Cannelle-Douce-527","0","0","0"
"","","Iguane-Rigoureux-528","Pangolin-Curieux-528","Vanille-Zen-528","0","0","0"
"","","Tamarin-Discret-529","Baleine-Serein-529","Safran-Noble-529","0","0","0"
"","","Husky-Positif-530","Léopard-Fiable-530","Anis-Doux-530","0","0","0"
"","","Tamarin-Responsable-531","Iguane-Persévérant-531","Girofle-Fort-531","0","0","0"
"","","Élan-Créatif-532","Bison-Bricoleur-532","Muscade-Hardi-532","0","0","0"
"","","Bongo-Protecteur-533","Husky-Équilibré-533","Cardamome-Vif-533","0","0","0"
"","","Dingo-Intègre-534","Wallaby-Calme-534","Piment-Fort-534","0","0","0"
"","","Panthère-Positif-535","Tapir-Zélé-535","Paprika-Doux-535","0","0","0"
"","","Tarsier-Intègre-536","Hocco-Gentil-536","Cacao-Noir-536","0","0","0"
"","","Gecko-Patient-537","Mouflon-Vigilant-537","Café-Vif-537","0","0","0"
"","","Cacatoès-Zélé-538","Yak-Serein-538","Thé-Zen-538","0","0","0"
"","","Rorqual-Gentil-539","Dauphin-Clairvoyant-539","Miel-Doux-539","0","0","0"
"","","Antilope-Calme-540","Flamant-Inspiré-540","Sucre-Rose-540","0","0","0"
"","","Mangouste-Créatif-541","Quokka-Honnête-541","Sel-Blanc-541","0","0","0"
"","","Lama-Malin-542","Bison-Rieuse-542","Blé-Doré-542","0","0","0"
"","","Chamois-Zen-543","Lama-Vigilant-543","Orge-Hardi-543","0","0","0"
"","","Canard-Serein-544","Canard-Honnête-544","Seigle-Vif-544","0","0","0"
"","","Antilope-Fiable-545","Mouflon-Bricoleur-545","Avoine-Doux-545","0","0","0"
"","","Cerf-Rieuse-546","Lynx-Attentif-546","Riz-Zen-546","0","0","0"
"","","Cachalot-Rigoureux-547","Chamois-Éthique-547","Maïs-Jaune-547","0","0","0"
"","","Loris-Serein-548","Fennec-Savoyard-548","Millet-Petit-548","0","0","0"
"","","Ibex-Serein-549","Phoque-Honnête-549","Sarrasin-Fort-549","0","0","0"
"","","Gorille-Curieux-550","Panthère-Intègre-550","Quinoa-Sage-550","0","0","0"
"","","Bouvreuil-Joyeux-551","Narval-Joyeux-551","Lentille-Vif-551","0","0","0"
"","","Serpent-Attentif-552","Quokka-Persévérant-552","Pois-Chiche-Hardi-552","0","0","0"
"","","Cigogne-Bricoleur-553","Gorille-Persévérant-553","Haricot-Vert-553","0","0","0"
"","","Kudu-Créatif-554","Castor-Agile-554","Fève-Sage-554","0","0","0"
"","","Condor-Savoyard-555","Sitatunga-Patient-555","Soja-Vif-555","0","0","0"
"","","Dhole-Dynamique-556","Marmotte-Agile-556","Luzerne-Douce-556","0","0","0"
"","","Gecko-Zen-557","Rorqual-Rayonnant-557","Trèfle-Hardi-557","0","0","0"
"","","Perroquet-Amical-558","Gecko-Protecteur-558","Lin-Bleu-558","0","0","0"
"","","Colibri-Amical-559","Paresseux-Rigoureux-559","Chanvre-Vif-559","0","0","0"
"","","Lynx-Vigilant-560","Guépard-Discret-560","Coton-Doux-560","0","0","0"
"","","Serval-Loyal-561","Léopard-Intègre-561","Laine-Zen-561","0","0","0"
"","","Pélican-Éveillé-562","Phoque-Bondissant-562","Soie-Noble-562","0","0","0"
"","","Girafe-Persévérant-563","Quokka-Intègre-563","Cuir-Fort-563","0","0","0"
"","","Perroquet-Discret-564","Okapi-Bondissant-564","Ambre-Vif-564","0","0","0"
"","","Renard-Optimiste-565","Quokka-Curieux-565","Émeraude-Zen-565","0","0","0"
"","","Lapin-Positif-566","Flamant-Juste-566","Rubis-Rouge-566","0","0","0"
"","","Perroquet-Protecteur-567","Suricate-Malin-567","Saphir-Bleu-567","0","0","0"
"","","Colibri-Amical-568","Toucan-Explorateur-568","Diamant-Pur-568","0","0","0"
"","","Lynx-Positif-569","Ocelot-Persévérant-569","Or-Brillant-569","0","0","0"
"","","Guépard-Bondissant-570","Colibri-Savoyard-570","Argent-Vif-570","0","0","0"
"","","Lamantin-Joyeux-571","Blaireau-Curieux-571","Bronze-Hardi-571","0","0","0"
"","","Flamant-Dynamique-572","Wallaby-Solidaire-572","Cuivre-Doux-572","0","0","0"
"","","Antilope-Discret-573","Léopard-Équilibré-573","Fer-Fort-573","0","0","0"
"","","Paon-Rigoureux-574","Saïga-Éthique-574","Acier-Vif-574","0","0","0"
"","","Renard-Optimiste-575","Pingouin-Fiable-575","Titane-Noble-575","0","0","0"
"","","Serpent-Joyeux-576","Ours-Positif-576","Quartz-Zen-576","0","0","0"
"","","Pangolin-Joyeux-577","Serval-Joyeux-577","Cristal-Pur-577","0","0","0"
"","","Gnou-Inspiré-578","Ours-Juste-578","Perle-Douce-578","0","0","0"
"","","Bongo-Patient-579","Mésange-Positif-579","Corail-Vif-579","0","0","0"
"","","Morse-Agile-580","Loutre-Curieux-580","Agate-Hardi-580","0","0","0"
"","","Aigle-Agile-581","Hibiscus-Créatif-581","Aigle-Hero-581","0","0","0"
"","","Caribou-Honnête-582","Harfang-Positif-582","PUB-582","0","0","0"
"","","Antilope-Curieux-583","Caribou-Inspiré-583","PUB-583","0","0","0"
"","","Dauphin-Joyeux-584","Hippocampe-Gentil-584","PUB-584","0","0","0"
"","","Dingo-Équilibré-585","Loris-Serein-585","PUB-585","0","0","0"
"","","Jaguar-Éthique-586","Orque-Éthique-586","PUB-586","0","0","0"
"","","Caribou-Dynamique-587","Hocco-Joyeux-587","PUB-587","0","0","0"
"","","Varan-Rayonnant-588","Kudu-Calme-588","PUB-588","0","0","0"
"","","Macaque-Agile-589","Quokka-Optimiste-589","PUB-589","0","0","0"
"","","Fennec-Savoyard-590","Flamant-Clairvoyant-590","PUB-590","0","0","0"
"","","Mangouste-Équilibré-591","Okapi-Joyeux-591","PUB-591","0","0","0"
"","","Walrus-Rigoureux-592","Harfang-Positif-592","PUB-592","0","0","0"
"","","Dauphin-Agile-593","Saïga-Dynamique-593","PUB-593","0","0","0"
"","","Mangouste-Rigoureux-594","Lamantin-Attentif-594","PUB-594","0","0","0"
"","","Mésange-Discret-595","Wallaby-Fiable-595","PUB-595","0","0","0"
"","","Panda-Solidaire-596","Léopard-Rigoureux-596","PUB-596","0","0","0"
"","","Bongo-Discret-597","Marabout-Clairvoyant-597","PUB-597","0","0","0"
"","","Condor-Intègre-598","Lamantin-Loyal-598","PUB-598","0","0","0"
"","","Bouquetin-Explorateur-599","Renard-Amical-599","PUB-599","0","0","0"
"","","Léopard-Courageux-600","Varan-Optimiste-600","PUB-600","0","0","0"
